ID,Estado de la desaparición,Clasificación de la desaparición,Fecha de la desaparición,Edad al momento de la desaparición,Sexo del desaparecido,País de nacimiento del desaparecido,Ancestro racial del desaparecido,Estado civil del desaparecido,Escolaridad del desaparecido,Pertenencia grupal del desaparecido,País donde ocurre la desaparición,Municipio donde ocurre la desaparición DANE,Departamento donde ocurre la desaparición DANE
"231,645",Desaparecido,Sin Información,13/01/2023,22,Mujer,Colombia,Sin Información,Soltero (a),Educación básica secundaria o secundaria baja,Ninguno,Colombia,Rionegro,Antioquia
"231,647",Aparecio Vivo,Sin Información,11/01/2023,55,Hombre,Colombia,Mestizo,Soltero (a),Sin escolaridad,Ninguno,Colombia,Villamaría,Caldas
"231,648",Desaparecido,Sin Información,04/01/2023,27,Hombre,Colombia,Mestizo,Soltero (a),Educación media o secundaria alta,Sin información,Colombia,Cartago,Valle Del Cauca
"231,649",Aparecio Vivo,Sin Información,11/01/2023,22,Mujer,Colombia,Mestizo,Soltero (a),Educación básica secundaria o secundaria baja,Persona adicta a una droga natural o sintética,Colombia,Bogotá D.C.,Bogotá D.C
"231,650",Aparecio Muerto,Sin Información,16/01/2023,23,Hombre,Colombia,Sin Información,Soltero (a),Sin información,Sin información,Colombia,Bello,Antioquia
"231,651",Aparecio Vivo,Sin Información,15/01/2023,22,Mujer,Colombia,Mestizo,Soltero (a),Sin escolaridad,Discapacitados (as),Colombia,Bogotá D.C.,Bogotá D.C
"231,652",Desaparecido,Sin Información,16/01/2023,12,Mujer,Venezuela,Mestizo,Soltero (a),Educación inicial y educación preescolar,Ninguno,Colombia,Soacha,Cundinamarca
"231,653",Aparecio Vivo,Sin Información,12/01/2023,25,Mujer,Colombia,Mestizo,Soltero (a),Educación media o secundaria alta,Ninguno,Colombia,Manizales,Caldas
"231,654",Desaparecido,Sin Información,16/01/2023,60,Mujer,Colombia,Mestizo,Casado (a),Educación técnica profesional y tecnológica,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C
"231,655",Aparecio Vivo,Sin Información,11/01/2023,26,Mujer,Colombia,Mestizo,"Separado(a),Divorciado(a)",Educación media o secundaria alta,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C
"231,656",Desaparecido,Sin Información,13/01/2023,24,Hombre,Colombia,Negro,Soltero (a),Educación media o secundaria alta,Persona adicta a una droga natural o sintética,Colombia,Bogotá D.C.,Bogotá D.C
"231,657",Desaparecido,Sin Información,11/01/2023,21,Hombre,Colombia,Negro,Soltero (a),Educación básica secundaria o secundaria baja,Ninguno,Colombia,Buenaventura,Valle Del Cauca
"231,658",Aparecio Vivo,Sin Información,16/01/2023,15,Mujer,Colombia,Mestizo,Soltero (a),Educación básica secundaria o secundaria baja,Ninguno,Colombia,Manizales,Caldas
"231,659",Aparecio Vivo,Sin Información,16/01/2023,34,Hombre,Colombia,Mestizo,Unión Libre,Educación técnica profesional y tecnológica,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C
"231,662",Desaparecido,Sin Información,14/01/2023,27,Hombre,Venezuela,Mestizo,Unión Libre,Educación media o secundaria alta,Persona adicta a una droga natural o sintética,Colombia,Bogotá D.C.,Bogotá D.C
"231,663",Desaparecido,Sin Información,14/01/2023,26,Hombre,Venezuela,Sin Información,Soltero (a),Sin información,Ninguno,Colombia,Cúcuta,Norte De Santander
"231,664",Aparecio Vivo,Sin Información,12/01/2023,19,Hombre,Colombia,Mestizo,Soltero (a),Educación básica secundaria o secundaria baja,Persona en condición de desplazamiento,Colombia,Pasto,Nariño
"231,666",Desaparecido,Sin Información,17/01/2023,14,Mujer,Colombia,Mestizo,Soltero (a),Educación básica primaria,Ninguno,Colombia,Manizales,Caldas
"231,669",Aparecio Vivo,Sin Información,16/01/2023,16,Hombre,Colombia,Mestizo,Soltero (a),Educación básica primaria,Ninguno,Colombia,Rionegro,Antioquia
"231,670",Aparecio Vivo,Sin Información,13/01/2023,30,Mujer,Colombia,Mestizo,"Separado(a),Divorciado(a)",Educación básica primaria,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C
"231,672",Aparecio Vivo,Sin Información,16/01/2023,21,Hombre,Venezuela,Mestizo,Soltero (a),Educación media o secundaria alta,Persona adicta a una droga natural o sintética,Colombia,Bogotá D.C.,Bogotá D.C
"231,673",Aparecio Vivo,Sin Información,16/01/2023,33,Mujer,Colombia,Mestizo,Soltero (a),Sin información,Sin información,Colombia,San Antonio Del Tequendama,Cundinamarca
"231,675",Aparecio Vivo,Sin Información,09/01/2023,28,Hombre,Colombia,Mestizo,Soltero (a),Educación básica primaria,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C
"231,682",Desaparecido,Sin Información,15/01/2023,43,Hombre,Colombia,Mestizo,Soltero (a),Educación media o secundaria alta,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C
"231,683",Aparecio Vivo,Sin Información,16/01/2023,3,Mujer,Colombia,Mulato,No Aplica,Sin información,Campesinos (as) y/o trabajadores (as) del campo,Colombia,Sahagún,Córdoba
"231,684",Desaparecido,Sin Información,15/01/2023,27,Hombre,Venezuela,Mestizo,Soltero (a),Educación media o secundaria alta,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C
"231,685",Aparecio Vivo,Sin Información,14/01/2023,13,Mujer,Colombia,Sin Información,Soltero (a),Educación básica primaria,Sin información,Colombia,Girardota,Antioquia
"231,689",Aparecio Vivo,Sin Información,18/01/2023,36,Hombre,Colombia,Mestizo,Soltero (a),Sin escolaridad,Ninguno,Colombia,Medellín,Antioquia
"231,690",Desaparecido,Sin Información,17/01/2023,25,Hombre,Colombia,Mestizo,Soltero (a),Educación media o secundaria alta,Comunidad LGBT,Colombia,Bogotá D.C.,Bogotá D.C
"231,692",Desaparecido,Sin Información,14/01/2023,25,Hombre,Colombia,Sin Información,Sin Información,Sin información,Persona adicta a una droga natural o sintética,Colombia,Cúcuta,Norte De Santander
"231,693",Desaparecido,Sin Información,11/01/2023,22,Mujer,Colombia,Sin Información,Soltero (a),Educación media o secundaria alta,Ninguno,Colombia,Segovia,Antioquia
"231,697",Aparecio Vivo,Sin Información,18/01/2023,23,Hombre,Colombia,Mestizo,Soltero (a),Educación básica primaria,Ninguno,Colombia,Cali,Valle Del Cauca
"231,698",Aparecio Vivo,Sin Información,15/01/2023,42,Hombre,Colombia,Mestizo,Casado (a),Educación básica primaria,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C
"231,699",Desaparecido,Sin Información,15/01/2023,13,Hombre,Venezuela,Mestizo,Soltero (a),Educación básica primaria,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C
"231,700",Aparecio Vivo,Sin Información,16/01/2023,23,Hombre,Venezuela,Mestizo,Unión Libre,Educación básica primaria,Persona adicta a una droga natural o sintética,Colombia,Bogotá D.C.,Bogotá D.C
"231,702",Aparecio Vivo,Sin Información,17/01/2023,25,Hombre,Colombia,Mestizo,Soltero (a),Educación media o secundaria alta,Herido y/o enfermo bajo protección sanitaria o médica,Colombia,Funza,Cundinamarca
"231,704",Aparecio Vivo,Sin Información,17/01/2023,39,Hombre,Colombia,Sin Información,Soltero (a),Educación media o secundaria alta,Ninguno,Colombia,Flandes,Tolima
"231,705",Desaparecido,Sin Información,13/01/2023,33,Mujer,Colombia,Sin Información,"Separado(a),Divorciado(a)",Educación básica primaria,Sin información,Colombia,Palmira,Valle Del Cauca
"231,706",Aparecio Vivo,Sin Información,19/01/2023,51,Hombre,Colombia,Mestizo,Unión Libre,Sin escolaridad,Ninguno,Colombia,Manizales,Caldas
"231,707",Desaparecido,Sin Información,12/01/2023,28,Mujer,Colombia,Mestizo,Soltero (a),Educación media o secundaria alta,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C
"231,708",Desaparecido,Sin Información,17/01/2023,21,Hombre,Sin información,Mestizo,Unión Libre,Sin información,Sin información,Colombia,Jamundí,Valle Del Cauca
"231,710",Aparecio Vivo,Sin Información,19/01/2023,56,Hombre,Colombia,Sin Información,Sin Información,Sin información,Ninguno,Colombia,Neiva,Huila
"231,711",Desaparecido,Sin Información,18/01/2023,14,Mujer,Colombia,Mestizo,Sin Información,Sin información,Ninguno,Colombia,El Colegio,Cundinamarca
"231,713",Aparecio Vivo,Sin Información,04/01/2023,23,Mujer,Colombia,Sin Información,Soltero (a),Educación media o secundaria alta,Sin información,Colombia,Medellín,Antioquia
"231,714",Desaparecido,Sin Información,12/01/2023,50,Hombre,Colombia,Mulato,Soltero (a),Educación básica primaria,Ninguno,Colombia,Barranquilla,Atlántico
"231,715",Desaparecido,Sin Información,15/01/2023,25,Mujer,Colombia,Mestizo,Soltero (a),Educación media o secundaria alta,Ninguno,Colombia,Fusagasugá,Cundinamarca
"231,716",Desaparecido,Sin Información,15/01/2023,45,Hombre,Perú,Mestizo,Unión Libre,Educación básica secundaria o secundaria baja,Ninguno,Brasil,Desaparecidos en el extranjero,Desaparecidos en el extranjero
"231,717",Aparecio Vivo,Sin Información,19/01/2023,36,Mujer,Colombia,Mestizo,Unión Libre,Educación media o secundaria alta,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C
"231,718",Aparecio Vivo,Sin Información,18/01/2023,13,Mujer,Colombia,Mestizo,Soltero (a),Educación básica primaria,Ninguno,Colombia,Pereira,Risaralda
"231,719",Desaparecido,Sin Información,17/01/2023,13,Mujer,Colombia,Mestizo,Soltero (a),Educación básica primaria,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C
"231,720",Aparecio Vivo,Sin Información,17/01/2023,25,Mujer,Colombia,Mestizo,Soltero (a),Educación básica secundaria o secundaria baja,Ninguno,Colombia,Zipaquirá,Cundinamarca
"231,723",Desaparecido,Sin Información,03/01/2023,28,Hombre,Colombia,Blanco,Soltero (a),Educación técnica profesional y tecnológica,Ninguno,Colombia,Santander De Quilichao,Cauca
"231,726",Aparecio Vivo,Sin Información,19/01/2023,13,Mujer,Colombia,Mestizo,Soltero (a),Educación básica primaria,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C
"231,727",Desaparecido,Sin Información,12/01/2023,12,Mujer,Colombia,Mestizo,No Aplica,Sin información,Ninguno,Colombia,Pueblorrico,Antioquia
"231,728",Aparecio Vivo,Sin Información,16/01/2023,22,Mujer,Colombia,Mulato,Soltero (a),Educación inicial y educación preescolar,Ninguno,Colombia,Cali,Valle Del Cauca
"231,729",Aparecio Vivo,Sin Información,19/01/2023,81,Hombre,Colombia,Blanco,Casado (a),Sin escolaridad,Ninguno,Colombia,Pereira,Risaralda
"231,730",Desaparecido,Sin Información,08/01/2023,25,Hombre,Colombia,Mestizo,Soltero (a),Educación media o secundaria alta,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C
"231,731",Desaparecido,Sin Información,18/01/2023,14,Mujer,Colombia,Sin Información,Sin Información,Sin información,Sin información,Colombia,Valledupar,Cesar
"231,735",Aparecio Vivo,Sin Información,14/01/2023,25,Hombre,Colombia,Negro,Soltero (a),Educación inicial y educación preescolar,Ninguno,Colombia,Medellín,Antioquia
"231,736",Aparecio Vivo,Sin Información,04/01/2023,25,Mujer,Colombia,Sin Información,Soltero (a),Educación básica primaria,Sin información,Colombia,Neiva,Huila
"231,737",Desaparecido,Sin Información,14/01/2023,13,Mujer,Colombia,Negro,Soltero (a),Educación básica primaria,Ninguno,Colombia,Cali,Valle Del Cauca
"231,738",Aparecio Vivo,Sin Información,19/01/2023,57,Hombre,Colombia,Mestizo,Unión Libre,Sin escolaridad,Ninguno,Colombia,Pereira,Risaralda
"231,739",Aparecio Vivo,Sin Información,19/01/2023,47,Mujer,Colombia,Blanco,Soltero (a),Educación media o secundaria alta,Ninguno,Colombia,Cali,Valle Del Cauca
"231,740",Aparecio Vivo,Sin Información,20/01/2023,26,Mujer,Colombia,Mestizo,Casado (a),Educación media o secundaria alta,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C
"231,741",Aparecio Vivo,Sin Información,20/01/2023,18,Hombre,Colombia,Mestizo,Soltero (a),Educación media o secundaria alta,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C
"231,742",Aparecio Vivo,Sin Información,21/01/2023,14,Mujer,Colombia,Mestizo,Soltero (a),Educación básica primaria,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C
"231,743",Aparecio Vivo,Sin Información,19/01/2023,15,Mujer,Colombia,Mestizo,Soltero (a),Educación básica secundaria o secundaria baja,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C
"231,744",Aparecio Vivo,Sin Información,21/01/2023,66,Hombre,Ecuador,Mestizo,"Separado(a),Divorciado(a)",Educación media o secundaria alta,Otro,Colombia,Bogotá D.C.,Bogotá D.C
"231,745",Aparecio Vivo,Sin Información,21/01/2023,13,Mujer,Colombia,Blanco,Soltero (a),Educación básica primaria,Ninguno,Colombia,Cali,Valle Del Cauca
"231,746",Desaparecido,Sin Información,18/01/2023,18,Hombre,Colombia,Sin Información,Soltero (a),Educación media o secundaria alta,Ninguno,Colombia,Tumaco,Nariño
"231,747",Desaparecido,Sin Información,10/01/2023,69,Hombre,Colombia,Mestizo,Unión Libre,Educación inicial y educación preescolar,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C
"231,748",Aparecio Vivo,Sin Información,20/01/2023,62,Hombre,Colombia,Mestizo,Casado (a),Educación media o secundaria alta,Ninguno,Colombia,Medellín,Antioquia
"231,749",Aparecio Muerto,Sin Información,20/01/2023,22,Hombre,Colombia,Sin Información,Soltero (a),Sin información,Campesinos (as) y/o trabajadores (as) del campo,Colombia,Neiva,Huila
"231,751",Desaparecido,Sin Información,22/01/2023,16,Mujer,Colombia,Mestizo,No Aplica,Educación básica secundaria o secundaria baja,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C
"231,752",Desaparecido,Sin Información,22/01/2023,41,Hombre,Colombia,Mestizo,"Separado(a),Divorciado(a)",Educación básica primaria,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C
"231,753",Aparecio Vivo,Sin Información,14/01/2023,53,Hombre,Colombia,Sin Información,Soltero (a),Sin información,Sin información,Colombia,Medellín,Antioquia
"231,754",Aparecio Muerto,Sin Información,21/01/2023,29,Hombre,Venezuela,Mestizo,Unión Libre,Educación media o secundaria alta,Otro,Colombia,Bogotá D.C.,Bogotá D.C
"231,755",Desaparecido,Sin Información,15/01/2023,45,Hombre,Colombia,Mestizo,"Separado(a),Divorciado(a)",Educación básica primaria,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C
"231,757",Desaparecido,Sin Información,21/01/2023,65,Hombre,Colombia,Mestizo,Unión Libre,Educación básica primaria,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C
"231,758",Aparecio Vivo,Sin Información,08/01/2023,64,Hombre,Colombia,Mestizo,Sin Información,Sin información,Ninguno,Colombia,Soacha,Cundinamarca
"231,759",Desaparecido,Sin Información,21/01/2023,13,Mujer,Colombia,Mestizo,Soltero (a),Educación básica primaria,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C
"231,760",Desaparecido,Sin Información,20/01/2023,31,Hombre,Colombia,Mestizo,Unión Libre,Educación media o secundaria alta,Sin información,Colombia,Lebríja,Santander
"231,764",Desaparecido,Desaparición Presuntamente Forzada,19/01/2023,25,Hombre,Colombia,Blanco,Unión Libre,Educación básica primaria,Ninguno,Colombia,Cali,Valle Del Cauca
"231,768",Aparecio Vivo,Sin Información,19/01/2023,20,Hombre,Colombia,Sin Información,Soltero (a),Educación media o secundaria alta,Comunidad LGBT,Colombia,La Estrella,Antioquia
"231,769",Desaparecido,Sin Información,21/01/2023,28,Mujer,Colombia,Sin Información,Unión Libre,Educación básica primaria,Ninguno,Colombia,San José Del Guaviare,Guaviare
"231,770",Desaparecido,Sin Información,21/01/2023,40,Hombre,Colombia,Sin Información,Soltero (a),Educación media o secundaria alta,Persona adicta a una droga natural o sintética,Colombia,Palmira,Valle Del Cauca
"231,771",Aparecio Vivo,Sin Información,21/01/2023,16,Mujer,Colombia,Mestizo,No Aplica,Educación básica primaria,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C
"231,772",Aparecio Vivo,Sin Información,18/01/2023,11,Mujer,Colombia,Mestizo,Sin Información,Educación básica primaria,Ninguno,Colombia,San José Del Guaviare,Guaviare
"231,773",Aparecio Vivo,Sin Información,04/01/2023,65,Hombre,Colombia,Mestizo,Soltero (a),Educación media o secundaria alta,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C
"231,774",Aparecio Vivo,Sin Información,21/01/2023,21,Mujer,Colombia,Sin Información,Unión Libre,Educación media o secundaria alta,Sin información,Colombia,Medellín,Antioquia
"231,775",Aparecio Vivo,Sin Información,23/01/2023,29,Hombre,Colombia,Mestizo,"Separado(a),Divorciado(a)",Educación media o secundaria alta,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C
"231,778",Desaparecido,Sin Información,22/01/2023,12,Mujer,Venezuela,Mestizo,Soltero (a),Educación básica primaria,Ninguno,Colombia,Manizales,Caldas
"231,779",Desaparecido,Sin Información,21/01/2023,28,Mujer,Colombia,Indigena,Unión Libre,Educación básica primaria,Sin información,Colombia,Morales,Cauca
"231,780",Desaparecido,Sin Información,16/01/2023,13,Mujer,Sin información,Mulato,Sin Información,Educación básica primaria,Ninguno,Colombia,Cali,Valle Del Cauca
"231,781",Aparecio Vivo,Sin Información,18/01/2023,20,Hombre,Colombia,Mestizo,Soltero (a),Educación básica primaria,Otro,Colombia,Tunja,Boyacá
"231,783",Aparecio Vivo,Sin Información,21/01/2023,17,Mujer,Colombia,Mestizo,Soltero (a),Educación básica primaria,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C
"231,784",Desaparecido,Desaparición Presuntamente Forzada,05/01/2023,40,Mujer,Colombia,Mestizo,Sin Información,Sin información,Ninguno,Colombia,Remedios,Antioquia
"231,785",Aparecio Vivo,Sin Información,21/01/2023,34,Hombre,Colombia,Mestizo,Soltero (a),Sin escolaridad,Discapacitados (as),Colombia,Bogotá D.C.,Bogotá D.C
"231,787",Desaparecido,Desaparición Presuntamente Forzada,19/01/2023,26,Mujer,Colombia,Sin Información,Soltero (a),Educación media o secundaria alta,Ninguno,Colombia,Flandes,Tolima
"231,788",Desaparecido,Sin Información,13/01/2023,30,Hombre,Colombia,Mestizo,Soltero (a),Educación media o secundaria alta,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C
"231,789",Desaparecido,Sin Información,22/01/2023,15,Mujer,Colombia,Mestizo,Soltero (a),Educación básica primaria,Ninguno,Colombia,Caucasia,Antioquia
"231,791",Aparecio Vivo,Sin Información,14/01/2023,63,Hombre,Colombia,Mestizo,Viudo (a),Educación básica secundaria o secundaria baja,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C
"231,792",Desaparecido,Sin Información,23/01/2023,74,Hombre,Colombia,Negro,Unión Libre,Educación básica primaria,Ninguno,Colombia,Cali,Valle Del Cauca
"231,796",Desaparecido,Sin Información,23/01/2023,15,Mujer,Venezuela,Mestizo,No Aplica,Sin información,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C
"231,797",Desaparecido,Sin Información,12/01/2023,79,Hombre,Colombia,Sin Información,"Separado(a),Divorciado(a)",Educación media o secundaria alta,Sin información,Colombia,Caldas,Antioquia
"231,798",Desaparecido,Sin Información,23/01/2023,13,Mujer,Ecuador,Negro,No Aplica,Sin información,Otro,Colombia,Bogotá D.C.,Bogotá D.C
"231,801",Desaparecido,Sin Información,23/01/2023,50,Hombre,Colombia,Mestizo,Soltero (a),Educación básica primaria,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C
"231,802",Desaparecido,Sin Información,18/01/2023,15,Mujer,Colombia,Mestizo,No Aplica,Educación básica primaria,Ninguno,Colombia,Soacha,Cundinamarca
"231,804",Aparecio Vivo,Sin Información,22/01/2023,14,Mujer,Colombia,Mestizo,No Aplica,Educación básica primaria,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C
