ID,Estado de la desaparición,Clasificación de la desaparición,Fecha de la desaparición,Edad al momento de la desaparición,Sexo del desaparecido,País de nacimiento del desaparecido,Ancestro racial del desaparecido,Estado civil del desaparecido,Escolaridad del desaparecido,Pertenencia grupal del desaparecido,País donde ocurre la desaparición,Municipio donde ocurre la desaparición DANE,Departamento donde ocurre la desaparición DANE,Contexto
"231,611",Aparecio Vivo,Sin Información,2023-01-10T00:00:00.000,15,Mujer,Colombia,Mestizo,No Aplica,Educación básica secundaria o secundaria baja,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C,Desaparición
"231,612",Aparecio Vivo,Sin Información,2023-01-10T00:00:00.000,65,Hombre,Colombia,Mestizo,Casado (a),Educación media o secundaria alta,Ninguno,Colombia,Girardot,Cundinamarca,Desaparición
"231,616",Aparecio Vivo,Sin Información,2023-01-11T00:00:00.000,29,Hombre,Colombia,Mestizo,Soltero (a),Educación inicial y educación preescolar,Persona adicta a una droga natural o sintética,Colombia,Bogotá D.C.,Bogotá D.C,Desaparición
"231,617",Desaparecido,Sin Información,2023-01-13T00:00:00.000,29,Hombre,Colombia,Mestizo,Soltero (a),Educación básica primaria,Persona adicta a una droga natural o sintética,Colombia,Dosquebradas,Risaralda,Desaparición
"231,618",Aparecio Vivo,Sin Información,2023-01-14T00:00:00.000,33,Mujer,Colombia,Mestizo,Casado (a),Educación media o secundaria alta,Ninguno,Colombia,Dosquebradas,Risaralda,Desaparición
"231,619",Desaparecido,Sin Información,2023-01-12T00:00:00.000,14,Hombre,Colombia,Mestizo,Soltero (a),Educación básica primaria,Ninguno,Colombia,Valledupar,Cesar,Desaparición
"231,620",Aparecio Vivo,Sin Información,2023-01-05T00:00:00.000,42,Hombre,Colombia,Sin Información,Soltero (a),Sin escolaridad,Ninguno,Colombia,Cali,Valle Del Cauca,Desaparición
"231,621",Aparecio Vivo,Sin Información,2023-01-15T00:00:00.000,89,Hombre,Colombia,Mestizo,Casado (a),Educación básica primaria,Otro,Colombia,Bogotá D.C.,Bogotá D.C,Desaparición
"231,624",Aparecio Vivo,Sin Información,2023-01-12T00:00:00.000,12,Hombre,Colombia,Mestizo,Soltero (a),Educación inicial y educación preescolar,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C,Desaparición
"231,625",Desaparecido,Sin Información,2023-01-10T00:00:00.000,17,Hombre,Colombia,Mestizo,Sin Información,Educación básica primaria,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C,Desaparición
"231,626",Desaparecido,Sin Información,2023-01-13T00:00:00.000,19,Hombre,Colombia,Mestizo,Soltero (a),Educación media o secundaria alta,Ninguno,Colombia,Girardot,Cundinamarca,Desaparición
"231,629",Desaparecido,Sin Información,2023-01-10T00:00:00.000,64,Hombre,Colombia,Sin Información,Viudo (a),Sin información,Sin información,Colombia,Medellín,Antioquia,Desaparición
"231,631",Aparecio Vivo,Sin Información,2023-01-13T00:00:00.000,27,Hombre,Colombia,Blanco,Soltero (a),Educación media o secundaria alta,Ninguno,Colombia,Cali,Valle Del Cauca,Desaparición
"231,633",Aparecio Vivo,Sin Información,2023-01-10T00:00:00.000,24,Hombre,Colombia,Blanco,Soltero (a),Educación media o secundaria alta,Persona adicta a una droga natural o sintética,Colombia,Cali,Valle Del Cauca,Desaparición
"231,636",Desaparecido,Sin Información,2023-01-15T00:00:00.000,31,Hombre,Colombia,Mestizo,Unión Libre,Educación básica primaria,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C,Desaparición
"231,639",Desaparecido,Desaparición Presuntamente Forzada,2023-01-11T00:00:00.000,25,Hombre,Colombia,Negro,Unión Libre,Educación básica primaria,Ninguno,Colombia,Buenaventura,Valle Del Cauca,Desaparición
"231,640",Desaparecido,Sin Información,2023-01-02T00:00:00.000,59,Hombre,Colombia,Sin Información,Sin Información,Sin información,Ninguno,Colombia,Santa Rosa Del Sur,Bolívar,Desaparición
"231,641",Aparecio Vivo,Sin Información,2023-01-16T00:00:00.000,36,Mujer,Colombia,Mestizo,Soltero (a),Educación media o secundaria alta,Ninguno,Colombia,Manizales,Caldas,Desaparición
"231,643",Desaparecido,Sin Información,2023-01-08T00:00:00.000,51,Mujer,Colombia,Mestizo,"Separado(a),Divorciado(a)",Educación inicial y educación preescolar,Ninguno,Colombia,Soacha,Cundinamarca,Desaparición
"231,644",Aparecio Muerto,Sin Información,2023-01-15T00:00:00.000,68,Mujer,Colombia,Sin Información,"Separado(a),Divorciado(a)",Educación básica primaria,Sin información,Colombia,Medellín,Antioquia,Desaparición
"231,645",Desaparecido,Sin Información,2023-01-13T00:00:00.000,22,Mujer,Colombia,Sin Información,Soltero (a),Educación básica secundaria o secundaria baja,Ninguno,Colombia,Rionegro,Antioquia,Desaparición
"231,647",Aparecio Vivo,Sin Información,2023-01-11T00:00:00.000,55,Hombre,Colombia,Mestizo,Soltero (a),Sin escolaridad,Ninguno,Colombia,Villamaría,Caldas,Desaparición
"231,648",Desaparecido,Sin Información,2023-01-04T00:00:00.000,27,Hombre,Colombia,Mestizo,Soltero (a),Educación media o secundaria alta,Sin información,Colombia,Cartago,Valle Del Cauca,Desaparición
"231,649",Aparecio Vivo,Sin Información,2023-01-11T00:00:00.000,22,Mujer,Colombia,Mestizo,Soltero (a),Educación básica secundaria o secundaria baja,Persona adicta a una droga natural o sintética,Colombia,Bogotá D.C.,Bogotá D.C,Desaparición
"231,650",Aparecio Muerto,Sin Información,2023-01-16T00:00:00.000,23,Hombre,Colombia,Sin Información,Soltero (a),Sin información,Sin información,Colombia,Bello,Antioquia,Desaparición
"231,651",Aparecio Vivo,Sin Información,2023-01-15T00:00:00.000,22,Mujer,Colombia,Mestizo,Soltero (a),Sin escolaridad,Discapacitados (as),Colombia,Bogotá D.C.,Bogotá D.C,Desaparición
"231,652",Desaparecido,Sin Información,2023-01-16T00:00:00.000,12,Mujer,Venezuela,Mestizo,Soltero (a),Educación inicial y educación preescolar,Ninguno,Colombia,Soacha,Cundinamarca,Desaparición
"231,653",Aparecio Vivo,Sin Información,2023-01-12T00:00:00.000,25,Mujer,Colombia,Mestizo,Soltero (a),Educación media o secundaria alta,Ninguno,Colombia,Manizales,Caldas,Desaparición
"231,654",Desaparecido,Sin Información,2023-01-16T00:00:00.000,60,Mujer,Colombia,Mestizo,Casado (a),Educación técnica profesional y tecnológica,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C,Desaparición
"231,655",Aparecio Vivo,Sin Información,2023-01-11T00:00:00.000,26,Mujer,Colombia,Mestizo,"Separado(a),Divorciado(a)",Educación media o secundaria alta,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C,Desaparición
"231,656",Desaparecido,Sin Información,2023-01-13T00:00:00.000,24,Hombre,Colombia,Negro,Soltero (a),Educación media o secundaria alta,Persona adicta a una droga natural o sintética,Colombia,Bogotá D.C.,Bogotá D.C,Desaparición
"231,657",Desaparecido,Sin Información,2023-01-11T00:00:00.000,21,Hombre,Colombia,Negro,Soltero (a),Educación básica secundaria o secundaria baja,Ninguno,Colombia,Buenaventura,Valle Del Cauca,Desaparición
"231,658",Aparecio Vivo,Sin Información,2023-01-16T00:00:00.000,15,Mujer,Colombia,Mestizo,Soltero (a),Educación básica secundaria o secundaria baja,Ninguno,Colombia,Manizales,Caldas,Desaparición
"231,659",Aparecio Vivo,Sin Información,2023-01-16T00:00:00.000,34,Hombre,Colombia,Mestizo,Unión Libre,Educación técnica profesional y tecnológica,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C,Desaparición
"231,662",Desaparecido,Sin Información,2023-01-14T00:00:00.000,27,Hombre,Venezuela,Mestizo,Unión Libre,Educación media o secundaria alta,Persona adicta a una droga natural o sintética,Colombia,Bogotá D.C.,Bogotá D.C,Desaparición
"231,663",Desaparecido,Sin Información,2023-01-14T00:00:00.000,26,Hombre,Venezuela,Sin Información,Soltero (a),Sin información,Ninguno,Colombia,Cúcuta,Norte De Santander,Desaparición
"231,664",Aparecio Vivo,Sin Información,2023-01-12T00:00:00.000,19,Hombre,Colombia,Mestizo,Soltero (a),Educación básica secundaria o secundaria baja,Persona en condición de desplazamiento,Colombia,Pasto,Nariño,Desaparición
"231,666",Desaparecido,Sin Información,2023-01-17T00:00:00.000,14,Mujer,Colombia,Mestizo,Soltero (a),Educación básica primaria,Ninguno,Colombia,Manizales,Caldas,Desaparición
"231,669",Aparecio Vivo,Sin Información,2023-01-16T00:00:00.000,16,Hombre,Colombia,Mestizo,Soltero (a),Educación básica primaria,Ninguno,Colombia,Rionegro,Antioquia,Desaparición
"231,670",Aparecio Vivo,Sin Información,2023-01-13T00:00:00.000,30,Mujer,Colombia,Mestizo,"Separado(a),Divorciado(a)",Educación básica primaria,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C,Desaparición
"231,672",Aparecio Vivo,Sin Información,2023-01-16T00:00:00.000,21,Hombre,Venezuela,Mestizo,Soltero (a),Educación media o secundaria alta,Persona adicta a una droga natural o sintética,Colombia,Bogotá D.C.,Bogotá D.C,Desaparición
"231,673",Aparecio Vivo,Sin Información,2023-01-16T00:00:00.000,33,Mujer,Colombia,Mestizo,Soltero (a),Sin información,Sin información,Colombia,San Antonio Del Tequendama,Cundinamarca,Desaparición
"231,675",Aparecio Vivo,Sin Información,2023-01-09T00:00:00.000,28,Hombre,Colombia,Mestizo,Soltero (a),Educación básica primaria,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C,Desaparición
"231,682",Desaparecido,Sin Información,2023-01-15T00:00:00.000,43,Hombre,Colombia,Mestizo,Soltero (a),Educación media o secundaria alta,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C,Desaparición
"231,683",Aparecio Vivo,Sin Información,2023-01-16T00:00:00.000,3,Mujer,Colombia,Mulato,No Aplica,Sin información,Campesinos (as) y/o trabajadores (as) del campo,Colombia,Sahagún,Córdoba,Desaparición
"231,684",Desaparecido,Sin Información,2023-01-15T00:00:00.000,27,Hombre,Venezuela,Mestizo,Soltero (a),Educación media o secundaria alta,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C,Desaparición
"231,685",Aparecio Vivo,Sin Información,2023-01-14T00:00:00.000,13,Mujer,Colombia,Sin Información,Soltero (a),Educación básica primaria,Sin información,Colombia,Girardota,Antioquia,Desaparición
"231,689",Aparecio Vivo,Sin Información,2023-01-18T00:00:00.000,36,Hombre,Colombia,Mestizo,Soltero (a),Sin escolaridad,Ninguno,Colombia,Medellín,Antioquia,Desaparición
"231,690",Desaparecido,Sin Información,2023-01-17T00:00:00.000,25,Hombre,Colombia,Mestizo,Soltero (a),Educación media o secundaria alta,Comunidad LGBT,Colombia,Bogotá D.C.,Bogotá D.C,Desaparición
"231,692",Desaparecido,Sin Información,2023-01-14T00:00:00.000,25,Hombre,Colombia,Sin Información,Sin Información,Sin información,Persona adicta a una droga natural o sintética,Colombia,Cúcuta,Norte De Santander,Desaparición
"231,693",Desaparecido,Sin Información,2023-01-11T00:00:00.000,22,Mujer,Colombia,Sin Información,Soltero (a),Educación media o secundaria alta,Ninguno,Colombia,Segovia,Antioquia,Desaparición
"231,697",Aparecio Vivo,Sin Información,2023-01-18T00:00:00.000,23,Hombre,Colombia,Mestizo,Soltero (a),Educación básica primaria,Ninguno,Colombia,Cali,Valle Del Cauca,Desaparición
"231,698",Aparecio Vivo,Sin Información,2023-01-15T00:00:00.000,42,Hombre,Colombia,Mestizo,Casado (a),Educación básica primaria,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C,Desaparición
"231,699",Desaparecido,Sin Información,2023-01-15T00:00:00.000,13,Hombre,Venezuela,Mestizo,Soltero (a),Educación básica primaria,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C,Desaparición
"231,700",Aparecio Vivo,Sin Información,2023-01-16T00:00:00.000,23,Hombre,Venezuela,Mestizo,Unión Libre,Educación básica primaria,Persona adicta a una droga natural o sintética,Colombia,Bogotá D.C.,Bogotá D.C,Desaparición
"231,702",Aparecio Vivo,Sin Información,2023-01-17T00:00:00.000,25,Hombre,Colombia,Mestizo,Soltero (a),Educación media o secundaria alta,Herido y/o enfermo bajo protección sanitaria o médica,Colombia,Funza,Cundinamarca,Desaparición
"231,704",Aparecio Vivo,Sin Información,2023-01-17T00:00:00.000,39,Hombre,Colombia,Sin Información,Soltero (a),Educación media o secundaria alta,Ninguno,Colombia,Flandes,Tolima,Desaparición
"231,705",Desaparecido,Sin Información,2023-01-13T00:00:00.000,33,Mujer,Colombia,Sin Información,"Separado(a),Divorciado(a)",Educación básica primaria,Sin información,Colombia,Palmira,Valle Del Cauca,Desaparición
"231,706",Aparecio Vivo,Sin Información,2023-01-19T00:00:00.000,51,Hombre,Colombia,Mestizo,Unión Libre,Sin escolaridad,Ninguno,Colombia,Manizales,Caldas,Desaparición
"231,707",Desaparecido,Sin Información,2023-01-12T00:00:00.000,28,Mujer,Colombia,Mestizo,Soltero (a),Educación media o secundaria alta,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C,Desaparición
"231,708",Desaparecido,Sin Información,2023-01-17T00:00:00.000,21,Hombre,Sin información,Mestizo,Unión Libre,Sin información,Sin información,Colombia,Jamundí,Valle Del Cauca,Desaparición
"231,710",Aparecio Vivo,Sin Información,2023-01-19T00:00:00.000,56,Hombre,Colombia,Sin Información,Sin Información,Sin información,Ninguno,Colombia,Neiva,Huila,Desaparición
"231,711",Desaparecido,Sin Información,2023-01-18T00:00:00.000,14,Mujer,Colombia,Mestizo,Sin Información,Sin información,Ninguno,Colombia,El Colegio,Cundinamarca,Desaparición
"231,713",Aparecio Vivo,Sin Información,2023-01-04T00:00:00.000,23,Mujer,Colombia,Sin Información,Soltero (a),Educación media o secundaria alta,Sin información,Colombia,Medellín,Antioquia,Desaparición
"231,714",Desaparecido,Sin Información,2023-01-12T00:00:00.000,50,Hombre,Colombia,Mulato,Soltero (a),Educación básica primaria,Ninguno,Colombia,Barranquilla,Atlántico,Desaparición
"231,715",Desaparecido,Sin Información,2023-01-15T00:00:00.000,25,Mujer,Colombia,Mestizo,Soltero (a),Educación media o secundaria alta,Ninguno,Colombia,Fusagasugá,Cundinamarca,Desaparición
"231,716",Desaparecido,Sin Información,2023-01-15T00:00:00.000,45,Hombre,Perú,Mestizo,Unión Libre,Educación básica secundaria o secundaria baja,Ninguno,Brasil,Desaparecidos en el extranjero,Desaparecidos en el extranjero,Desaparición
"231,717",Aparecio Vivo,Sin Información,2023-01-19T00:00:00.000,36,Mujer,Colombia,Mestizo,Unión Libre,Educación media o secundaria alta,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C,Desaparición
"231,718",Aparecio Vivo,Sin Información,2023-01-18T00:00:00.000,13,Mujer,Colombia,Mestizo,Soltero (a),Educación básica primaria,Ninguno,Colombia,Pereira,Risaralda,Desaparición
"231,719",Desaparecido,Sin Información,2023-01-17T00:00:00.000,13,Mujer,Colombia,Mestizo,Soltero (a),Educación básica primaria,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C,Desaparición
"231,720",Aparecio Vivo,Sin Información,2023-01-17T00:00:00.000,25,Mujer,Colombia,Mestizo,Soltero (a),Educación básica secundaria o secundaria baja,Ninguno,Colombia,Zipaquirá,Cundinamarca,Desaparición
"231,723",Desaparecido,Sin Información,2023-01-03T00:00:00.000,28,Hombre,Colombia,Blanco,Soltero (a),Educación técnica profesional y tecnológica,Ninguno,Colombia,Santander De Quilichao,Cauca,Desaparición
"231,726",Aparecio Vivo,Sin Información,2023-01-19T00:00:00.000,13,Mujer,Colombia,Mestizo,Soltero (a),Educación básica primaria,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C,Desaparición
"231,727",Desaparecido,Sin Información,2023-01-12T00:00:00.000,12,Mujer,Colombia,Mestizo,No Aplica,Sin información,Ninguno,Colombia,Pueblorrico,Antioquia,Desaparición
"231,728",Aparecio Vivo,Sin Información,2023-01-16T00:00:00.000,22,Mujer,Colombia,Mulato,Soltero (a),Educación inicial y educación preescolar,Ninguno,Colombia,Cali,Valle Del Cauca,Desaparición
"231,729",Aparecio Vivo,Sin Información,2023-01-19T00:00:00.000,81,Hombre,Colombia,Blanco,Casado (a),Sin escolaridad,Ninguno,Colombia,Pereira,Risaralda,Desaparición
"231,730",Desaparecido,Sin Información,2023-01-08T00:00:00.000,25,Hombre,Colombia,Mestizo,Soltero (a),Educación media o secundaria alta,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C,Desaparición
"231,731",Desaparecido,Sin Información,2023-01-18T00:00:00.000,14,Mujer,Colombia,Sin Información,Sin Información,Sin información,Sin información,Colombia,Valledupar,Cesar,Desaparición
"231,735",Aparecio Vivo,Sin Información,2023-01-14T00:00:00.000,25,Hombre,Colombia,Negro,Soltero (a),Educación inicial y educación preescolar,Ninguno,Colombia,Medellín,Antioquia,Desaparición
"231,736",Aparecio Vivo,Sin Información,2023-01-04T00:00:00.000,25,Mujer,Colombia,Sin Información,Soltero (a),Educación básica primaria,Sin información,Colombia,Neiva,Huila,Desaparición
"231,737",Desaparecido,Sin Información,2023-01-14T00:00:00.000,13,Mujer,Colombia,Negro,Soltero (a),Educación básica primaria,Ninguno,Colombia,Cali,Valle Del Cauca,Desaparición
"231,738",Aparecio Vivo,Sin Información,2023-01-19T00:00:00.000,57,Hombre,Colombia,Mestizo,Unión Libre,Sin escolaridad,Ninguno,Colombia,Pereira,Risaralda,Desaparición
"231,739",Aparecio Vivo,Sin Información,2023-01-19T00:00:00.000,47,Mujer,Colombia,Blanco,Soltero (a),Educación media o secundaria alta,Ninguno,Colombia,Cali,Valle Del Cauca,Desaparición
"231,740",Aparecio Vivo,Sin Información,2023-01-20T00:00:00.000,26,Mujer,Colombia,Mestizo,Casado (a),Educación media o secundaria alta,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C,Desaparición
"231,741",Aparecio Vivo,Sin Información,2023-01-20T00:00:00.000,18,Hombre,Colombia,Mestizo,Soltero (a),Educación media o secundaria alta,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C,Desaparición
"231,742",Aparecio Vivo,Sin Información,2023-01-21T00:00:00.000,14,Mujer,Colombia,Mestizo,Soltero (a),Educación básica primaria,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C,Desaparición
"231,743",Aparecio Vivo,Sin Información,2023-01-19T00:00:00.000,15,Mujer,Colombia,Mestizo,Soltero (a),Educación básica secundaria o secundaria baja,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C,Desaparición
"231,744",Aparecio Vivo,Sin Información,2023-01-21T00:00:00.000,66,Hombre,Ecuador,Mestizo,"Separado(a),Divorciado(a)",Educación media o secundaria alta,Otro,Colombia,Bogotá D.C.,Bogotá D.C,Desaparición
"231,745",Aparecio Vivo,Sin Información,2023-01-21T00:00:00.000,13,Mujer,Colombia,Blanco,Soltero (a),Educación básica primaria,Ninguno,Colombia,Cali,Valle Del Cauca,Desaparición
"231,746",Desaparecido,Sin Información,2023-01-18T00:00:00.000,18,Hombre,Colombia,Sin Información,Soltero (a),Educación media o secundaria alta,Ninguno,Colombia,Tumaco,Nariño,Desaparición
"231,747",Desaparecido,Sin Información,2023-01-10T00:00:00.000,69,Hombre,Colombia,Mestizo,Unión Libre,Educación inicial y educación preescolar,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C,Desaparición
"231,748",Aparecio Vivo,Sin Información,2023-01-20T00:00:00.000,62,Hombre,Colombia,Mestizo,Casado (a),Educación media o secundaria alta,Ninguno,Colombia,Medellín,Antioquia,Desaparición
"231,749",Aparecio Muerto,Sin Información,2023-01-20T00:00:00.000,22,Hombre,Colombia,Sin Información,Soltero (a),Sin información,Campesinos (as) y/o trabajadores (as) del campo,Colombia,Neiva,Huila,Desaparición
"231,751",Desaparecido,Sin Información,2023-01-22T00:00:00.000,16,Mujer,Colombia,Mestizo,No Aplica,Educación básica secundaria o secundaria baja,Ninguno,Colombia,Bogotá D.C.,Bogotá D.C,Desaparición
